NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1013105816,F,TX,S,M.D.,Pulmonary Disease,MD,0,0,16,1,0,,,,,
1013109461,F,CA,W,M.D.,Infectious Disease,MD,43,1,485,1,1,,,,,
1013111400,F,NY,NE,D.D.S.,Dentist,DDS,0,0,48,1,0,,,,,
1013111681,F,TX,S,"MD, PHD",Emergency Medicine,MD,16,1,15,1,1,,,,,
1013113414,M,CA,W,DDS,Dentist,DDS,0,0,17,1,0,,,,,
1013113844,F,OH,MW,DMD,Dentist,DDS,77,1,208,1,1,,,,,
1013114586,F,WA,W,D.O.,Family Practice,DO,0,0,31,1,1,,,,,
1013117159,F,IL,MW,O.D.,Optometry,MD,0,0,58,1,0,,,,,
1013125079,F,IL,MW,M.D.,Ophthalmology,MD,0,0,240,1,0,,,,,
1013126200,M,TX,S,MD,Internal Medicine,MD,17,1,74,1,1,,,,,
1013127331,F,KY,S,M.D.,Cardiology,MD,0,0,322,1,0,,,,,
1013127737,F,MI,MW,M.D.,Emergency Medicine,MD,86,1,163,1,1,,,,,
1013131119,M,WV,S,PA,Physician Assistant,PA,12,1,92,1,1,,,,,
1013132109,F,IN,MW,,Infectious Disease,MD,0,0,55,1,0,,,,,
1013134295,M,MI,MW,D.O.,Family Practice,DO,2473,1,10825,1,1,,,,,
1013138841,M,AZ,W,D.D.S.,Dentist,DDS,0,0,45,1,0,,,,,
1013140847,F,MO,MW,FNP,Nurse Practitioner,NP,16,1,181,1,1,,,,,
1013144955,F,TX,S,D.O.,Obstetrics/Gynecology,DO,12,1,40,1,1,,,,,
1013152016,M,FL,S,D.D.S.,Dentist,DDS,83,1,2573,1,1,,,,,
1013157353,F,CA,W,NPF,Nurse Practitioner,NP,107,1,990,1,1,,,,,
1013158922,M,MA,NE,M.D.,Emergency Medicine,MD,15,1,0,0,1,,,,,
1013159581,F,MD,S,D.O.,Emergency Medicine,DO,129,1,216,1,1,,,,,
1013162452,M,CA,W,M.D.,Cardiology,MD,0,0,601,1,1,,,,,
1013166156,M,FL,S,MD,Internal Medicine,MD,48,1,836,1,1,,,,,
1013168004,M,VA,S,MD,Neurosurgery,MD,36,1,0,0,1,,,,,
1013177427,F,MA,NE,M.D.,Emergency Medicine,MD,0,0,11,1,1,,,,,
1013177757,M,NY,NE,MD,Internal Medicine,MD,0,0,82,1,0,,,,,
1013185297,M,PR,O,MD,Physical Medicine and Rehabilitation,MD,63,1,45,1,1,,,,,
1013196682,F,IL,MW,PA,Physician Assistant,PA,0,0,1430,1,0,,,,,
1013196815,F,IL,MW,MD,Dermatology,MD,0,0,60,1,0,,,,,
1013197979,F,WI,MW,FNP,Nurse Practitioner,NP,59,1,61,1,1,,,,,
1013198035,F,PA,NE,M.D.,Internal Medicine,MD,193,1,1963,1,1,,,,,
1013202662,M,MA,NE,MD,Cardiology,MD,0,0,63,1,0,,,,,
1013202738,F,CA,W,D.O.,Family Practice,DO,213,1,2860,1,1,,,,,
1013203058,F,WV,S,FNP-BC,Nurse Practitioner,NP,124,1,4076,1,1,,,,,
1013203553,F,NC,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,15,1,0,,,,,
1013204734,F,WV,S,M.D.,Family Practice,MD,0,0,293,1,1,,,,,
1013205590,F,NE,MW,MD,Internal Medicine,MD,0,0,221,1,0,,,,,
1013206051,M,MO,MW,D.O.,Family Practice,DO,167,1,767,1,1,,,,,
1013208495,M,ID,W,M.D.,Internal Medicine,MD,0,0,12,1,1,,,,,
1013212794,F,KY,S,PA,Physician Assistant,PA,21,1,3184,1,0,,,,,
1013213784,M,FL,S,D.D.S,Dentist,DDS,0,0,11,1,0,,,,,
1013219260,M,TX,S,DMD,Dentist,DDS,0,0,11,1,0,,,,,
1013220912,F,OH,MW,CNP,Nurse Practitioner,NP,24,1,0,0,1,,,,,
1013222603,F,AL,S,M.B.B.S.,Family Practice,MD,0,0,107,1,1,,,,,
1013223866,F,MI,MW,PA-C,Physician Assistant,PA,14,1,0,0,1,,,,,
1013238252,M,MA,NE,"MD, PHD",Internal Medicine,MD,0,0,14,1,0,,,,,
1013240688,F,WV,S,PA-C,Physician Assistant,PA,0,0,15,1,0,,,,,
1013241132,F,WA,W,ARNP,Nurse Practitioner,NP,19,1,0,0,1,,,,,
1013247154,M,NY,NE,NP-ADULT,Nurse Practitioner,NP,0,0,278,1,0,,,,,
1013250653,M,WI,MW,MD,Family Practice,MD,0,0,151,1,0,,,,,
1013257468,M,WA,W,PA-C,Physician Assistant,PA,20,1,485,1,1,,,,,
1013257914,F,PA,NE,CRNP,Nurse Practitioner,NP,382,1,125,1,1,,,,,
1013259506,F,AL,S,CRNP,Nurse Practitioner,NP,0,0,53,1,0,,,,,
1013259696,F,PA,NE,,Student in an Organized Health Care Education/Training Program,MD,0,0,14,1,0,,,,,
1013265792,F,PA,NE,MD,Internal Medicine,MD,0,0,18,1,0,,,,,
1013265800,F,TX,S,NP-C,Nurse Practitioner,NP,0,0,184,1,0,,,,,
1013267152,F,MS,S,NP,Nurse Practitioner,NP,701,1,7617,1,1,,,,,
1013268291,F,WA,W,DDS,Dentist,DDS,0,0,17,1,0,,,,,
1013269240,F,CA,W,P.A.-C,Physician Assistant,PA,0,0,51,1,0,,,,,
1013271618,M,IL,MW,M.D.,Psychiatry & Neurology,MD,0,0,102,1,0,,,,,
1013272822,F,OH,MW,OD,Optometry,MD,0,0,18,1,0,,,,,
1013273853,M,KY,S,D.O.,Family Practice,DO,45,1,150,1,1,,,,,
1013279462,M,GA,S,DMD,Dentist,DDS,59,1,62,1,1,,,,,
1013281609,M,AR,S,P.A.,Physician Assistant,PA,18,1,578,1,1,,,,,
1013284496,M,TX,S,M.D.,Family Practice,MD,20,1,354,1,1,,,,,
1013295047,F,NY,NE,MD,Family Practice,MD,0,0,11,1,0,,,,,
1013296201,F,TX,S,PMHNP,Nurse Practitioner,NP,0,0,23,1,0,,,,,
1013296326,F,CA,W,"RN, FNP-C",Nurse Practitioner,NP,99,1,543,1,1,,,,,
1013298413,M,FL,S,A.R.N.P.,Nurse Practitioner,NP,0,0,367,1,0,,,,,
1013298629,M,NY,NE,"M.D,",Pulmonary Disease,MD,0,0,433,1,0,,,,,
1013319854,F,WA,W,PA-C,Physician Assistant,PA,11,1,0,0,1,,,,,
1013341098,M,OH,MW,D.O.,Student in an Organized Health Care Education/Training Program,DO,0,0,39,1,0,,,,,
1013349950,F,MA,NE,NP,Nurse Practitioner,NP,0,0,19,1,0,,,,,
1013356344,M,NY,NE,M.D.,Neurology,MD,0,0,27,1,0,,,,,
1013357383,M,PA,NE,DPM,Podiatry,MD,11,1,0,0,1,,,,,
1013359439,F,TN,S,D.D.S.,Dentist,DDS,17,1,57,1,1,,,,,
1013900141,F,TX,S,MD,Obstetrics/Gynecology,MD,0,0,37,1,0,,,,,
1013901453,F,CT,NE,PAC,Physician Assistant,PA,12,1,0,0,1,,,,,
1013902170,F,OH,MW,WHNP,Nurse Practitioner,NP,0,0,28,1,0,,,,,
1013904374,F,VA,S,"R.N., N.P., C.S.",Nurse Practitioner,NP,0,0,82,1,0,,,,,
1013905017,M,CA,W,MD,Internal Medicine,MD,176,1,9816,1,1,,,,,
1013905884,M,PA,NE,MD,Obstetrics/Gynecology,MD,0,0,316,1,0,,,,,
1013906353,M,PA,NE,O.D.,Optometry,MD,0,0,418,1,0,,,,,
1013907328,M,MI,MW,MD,Allergy/Immunology,MD,0,0,432,1,0,,,,,
1013907419,M,IN,MW,DO,Family Practice,DO,1273,1,19874,1,1,,,,,
1013908276,M,DC,S,M.D.,Cardiology,MD,0,0,1418,1,0,,,,,
1013912039,F,MD,S,FNP CRNP,Nurse Practitioner,NP,40,1,421,1,1,,,,,
1013912583,F,VA,S,MD,Internal Medicine,MD,945,1,26293,1,1,,,,,
1013913094,M,MO,MW,O.D.,Optometry,MD,0,0,22,1,0,,,,,
1013914399,M,IA,MW,MD,Orthopedic Surgery,MD,466,1,81,1,1,,,,,
1013915958,M,IL,MW,MD,Obstetrics/Gynecology,MD,0,0,13,1,0,,,,,
1013916634,F,TX,S,FNP,Nurse Practitioner,NP,33,1,990,1,1,,,,,
1013918259,M,IA,MW,OD,Optometry,MD,0,0,13,1,0,,,,,
1013919117,M,CO,W,M.D.,Orthopedic Surgery,MD,459,1,446,1,1,,,,,
1013921691,M,NC,S,M.D.,Ophthalmology,MD,0,0,170,1,0,,,,,
1013922749,M,FL,S,MD,Cardiology,MD,0,0,1141,1,0,,,,,
1013924349,M,WI,MW,DMD,Dentist,DDS,0,0,54,1,1,,,,,
1013924695,M,GA,S,M.D.,Emergency Medicine,MD,91,1,139,1,1,,,,,
1013926021,F,OH,MW,CNP,Nurse Practitioner,NP,0,0,80,1,1,,,,,
1013929769,F,NY,NE,M.D.,Family Practice,MD,47,1,2868,1,1,,,,,
1013929900,M,CA,W,M.D.,Family Practice,MD,33,1,72,1,1,,,,,
1013932003,M,GA,S,D.O.,Family Practice,DO,700,1,16184,1,1,,,,,
1013933068,M,MO,MW,MD,Diagnostic Radiology,MD,0,0,70,1,0,,,,,
1013934017,M,MN,MW,MD,Internal Medicine,MD,650,1,14272,1,1,,,,,
1013935303,M,PA,NE,MD,Internal Medicine,MD,251,1,8345,1,1,,,,,
1013936517,M,KY,S,MD,Endocrinology,MD,0,0,4122,1,0,,,,,
1013937077,M,NY,NE,D.O.,Emergency Medicine,DO,21,1,212,1,1,,,,,
1013938232,F,MN,MW,PA-C,Physician Assistant,PA,0,0,42,1,0,,,,,
1013941475,M,CA,W,DO,Internal Medicine,DO,0,0,14,1,1,,,,,
1013942572,M,CA,W,"MSN, CRNP",Nurse Practitioner,NP,32,1,0,0,1,,,,,
1013942739,M,TN,S,DO,Emergency Medicine,DO,100,1,185,1,1,,,,,
1013943315,M,AR,S,CRNA,CRNA,NP,0,0,56,1,0,,,,,
1013945252,M,NH,NE,M.D.,Cardiology,MD,0,0,436,1,0,,,,,
1013947621,F,CT,NE,APRN,Nurse Practitioner,NP,199,1,263,1,1,,,,,
1013948892,M,SC,S,M.D.,Orthopaedic Surgery,MD,15,1,0,0,1,,,,,
1013949551,M,MA,NE,M.D.,Hematology,MD,415,1,264,1,1,,,,,
1013950708,M,TX,S,M.D.,Psychiatry & Neurology,MD,0,0,24,1,0,,,,,
1013951409,M,OK,S,MD,Ophthalmology,MD,0,0,68,1,0,,,,,
1013952050,M,IN,MW,MD,Emergency Medicine,MD,86,1,1952,1,1,,,,,
1013952878,M,PA,NE,DO,Internal Medicine,DO,113,1,251,1,1,,,,,
1013954494,F,FL,S,MD,Emergency Medicine,MD,80,1,116,1,1,,,,,
1013954742,M,NC,S,M.D.,Dermatology,MD,57,1,384,1,1,,,,,
1013956861,M,OH,MW,MD FACS,General Surgery,MD,37,1,29,1,1,,,,,
1013957026,M,NV,W,"M.D., PH.D.",Interventional Pain Management,MD,17,1,11,1,1,,,,,
1013958867,F,MI,MW,M.D.,Psychiatry,MD,0,0,1049,1,0,,,,,
1013960400,M,FL,S,MD,Internal Medicine,MD,0,0,2354,1,1,,,,,
1013962299,M,FL,S,M.D.,Internal Medicine,MD,436,1,12647,1,1,,,,,
1013962539,M,TX,S,DPM,Podiatry,MD,81,1,162,1,1,,,,,
1013962869,M,FL,S,MD,Emergency Medicine,MD,99,1,198,1,1,,,,,
1013963685,M,WA,W,APRN,Nurse Practitioner,NP,0,0,94,1,0,,,,,
1013965052,F,MI,MW,MD,Obstetrics/Gynecology,MD,0,0,14,1,0,,,,,
1013968478,M,SC,S,MD,Family Practice,MD,292,1,11290,1,1,,,,,
1013970433,M,SC,S,MD,Emergency Medicine,MD,184,1,233,1,1,,,,,
1013972405,M,KY,S,O.D.,Optometry,MD,0,0,133,1,0,,,,,
1013972595,M,OH,MW,MD,Otolaryngology,MD,0,0,173,1,0,,,,,
1013972660,M,PA,NE,M.D.,Family Practice,MD,38,1,1545,1,1,,,,,
1013972959,M,GA,S,M.D.,Plastic and Reconstructive Surgery,MD,36,1,42,1,1,,,,,
1013973734,F,NY,NE,M.D.,Obstetrics/Gynecology,MD,0,0,14,1,0,,,,,
1013973858,F,VT,NE,PA-C,Physician Assistant,PA,135,1,799,1,1,,,,,
1013976430,M,PR,O,M.D.,Cardiology,MD,0,0,2311,1,0,,,,,
1013978287,F,MD,S,M.D.,General Surgery,MD,14,1,171,1,1,,,,,
1013978626,M,PA,NE,DO,Osteopathic Manipulative Medicine,DO,34,1,1397,1,1,,,,,
1013979012,M,MD,S,MD,Orthopedic Surgery,MD,30,1,11,1,1,,,,,
1013979525,M,CA,W,MD,Pulmonary Disease,MD,0,0,29,1,0,,,,,
1013979947,F,TX,S,CNS/ANP,Certified Clinical Nurse Specialist,NP,0,0,455,1,0,,,,,
1013980531,M,MI,MW,M.D.,Internal Medicine,MD,2324,1,15381,1,1,,,,,
1013981059,F,PA,NE,M.D.,Dermatology,MD,0,0,214,1,0,,,,,
1013981372,F,CO,W,"RXN, NP",Nurse Practitioner,NP,0,0,124,1,0,,,,,
1013981406,F,FL,S,M.D.,Obstetrics/Gynecology,MD,0,0,91,1,0,,,,,
1013981430,M,OH,MW,"MD, PHD",Neurology,MD,0,0,1130,1,0,,,,,
1013983063,M,FL,S,MD,Family Practice,MD,0,0,69,1,0,,,,,
1013985605,F,OH,MW,M.D.,Internal Medicine,MD,22,1,528,1,1,,,,,
1013987064,M,MO,MW,MD,General Surgery,MD,178,1,1378,1,1,,,,,
1013992478,F,PA,NE,CRNP,Nurse Practitioner,NP,40,1,29,1,1,,,,,
1013992528,M,NY,NE,M.D.,Gastroenterology,MD,0,0,1138,1,0,,,,,
1013992650,M,MN,MW,M.D.,Family Practice,MD,0,0,93,1,1,,,,,
1013993005,M,IL,MW,M.D.,Otolaryngology,MD,18,1,516,1,1,,,,,
1013993260,F,MA,NE,NP,Nurse Practitioner,NP,0,0,12,1,0,,,,,
1013994730,M,SD,MW,D.O.,Pediatric Medicine,DO,0,0,11,1,0,,,,,
1013995281,M,WI,MW,MD,Cardiology,MD,0,0,3382,1,0,,,,,
1013996701,M,IL,MW,M.D.,Orthopaedic Surgery,MD,20,1,11,1,1,,,,,
1013997683,M,FL,S,D.O.,Family Practice,DO,579,1,5064,1,1,,,,,
1013998269,M,MA,NE,M.D.,Anesthesiology,MD,74,1,62,1,1,,,,,
1013998756,M,NJ,NE,D.O.,Dermatology,DO,0,0,316,1,0,,,,,
1023000833,M,OH,MW,DPM,Podiatry,MD,69,1,353,1,1,,,,,
1023000916,M,NY,NE,MD,Emergency Medicine,MD,35,1,201,1,1,,,,,
1023002573,M,MO,MW,M.D.,General Surgery,MD,13,1,46,1,1,,,,,
1023003407,M,TX,S,MD,Emergency Medicine,MD,17,1,225,1,1,,,,,
1023005543,F,WA,W,PAC,Physician Assistant,PA,0,0,805,1,1,,,,,
1023005899,M,NC,S,MD,Internal Medicine,MD,0,0,75,1,1,,,,,
1023005923,M,CA,W,"D.D.S., M.S.",Oral Surgery (dentists only),DDS,58,1,99,1,1,,,,,
1023006020,F,NY,NE,MD,Internal Medicine,MD,0,0,2253,1,1,,,,,
1023006772,M,MA,NE,M.D.,Internal Medicine,MD,43,1,2073,1,1,,,,,
1023008216,M,MD,S,MD,Emergency Medicine,MD,44,1,38,1,1,,,,,
1023010717,F,MT,W,P.A.,Physician Assistant,PA,13,1,70,1,1,,,,,
1023011897,M,NE,MW,MD,General Surgery,MD,118,1,353,1,1,,,,,
1023013356,M,OR,W,DMD,Dentist,DDS,23,1,144,1,1,,,,,
1023014149,M,NC,S,M.D.,Cardiology,MD,14,1,4152,1,1,,,,,
1023014917,M,TX,S,DPM,Podiatry,MD,13,1,470,1,1,,,,,
1023016615,M,DE,S,MD,General Surgery,MD,11,1,29,1,1,,,,,
1023016748,M,GA,S,D.D.S.,Oral Surgery (dentists only),DDS,0,0,13,1,0,,,,,
1023017225,M,CA,W,D.D.S,Dentist,DDS,0,0,28,1,0,,,,,
1023018009,F,CA,W,MD,Family Practice,MD,59,1,2075,1,1,,,,,
1023018520,M,NJ,NE,M.D.,Cardiology,MD,0,0,70,1,0,,,,,
1023018728,M,TN,S,M.D.,Hematology/Oncology,MD,131,1,446,1,1,,,,,
1023019064,M,LA,S,M.D.,Hematology/Oncology,MD,74,1,89,1,1,,,,,
1023019825,M,TN,S,M.D.,Nephrology,MD,13,1,1215,1,1,,,,,
1023024734,F,MD,S,PA,Physician Assistant,PA,11,1,0,0,1,,,,,
1023026127,M,FL,S,D.O.,Family Practice,DO,908,1,1064,1,1,,,,,
1023029790,M,NY,NE,"MD, PHD, FACP",Internal Medicine,MD,77,1,2129,1,1,,,,,
1023030871,M,CO,W,DDS,Dentist,DDS,0,0,15,1,1,,,,,
1023031200,M,NY,NE,MD,Family Practice,MD,17,1,1484,1,1,,,,,
1023035094,M,GA,S,M.D.,Internal Medicine,MD,1584,1,25149,1,1,,,,,
1023035458,M,TX,S,DDS,Dentist,DDS,31,1,29,1,1,,,,,
1023035516,F,CO,W,MD,Cardiology,MD,0,0,1010,1,1,,,,,
1023037660,M,MA,NE,MD,Cardiology,MD,0,0,4528,1,0,,,,,
1023037868,M,WA,W,PA-C,Physician Assistant,PA,32,1,83,1,1,,,,,
1023038411,M,CA,W,MD,Family Practice,MD,0,0,28,1,0,,,,,
1023039260,F,NM,W,MD,Psychiatry & Neurology,MD,0,0,397,1,0,,,,,
1023040185,F,MD,S,MD,General Surgery,MD,37,1,17,1,1,,,,,
1023040243,M,FL,S,M.D.,Family Practice,MD,143,1,5402,1,1,,,,,
1023041076,F,TX,S,M.D.,Obstetrics/Gynecology,MD,0,0,172,1,1,,,,,
1023043635,M,CA,W,M.D.,Internal Medicine,MD,112,1,3703,1,1,,,,,
1023043932,F,MA,NE,ANP,Nurse Practitioner,NP,0,0,1308,1,1,,,,,
1023044195,M,WV,S,MD,Gastroenterology,MD,0,0,12,1,0,,,,,
1023045135,F,NC,S,NP,Nurse Practitioner,NP,114,1,4458,1,1,,,,,
1023049525,M,MA,NE,PA-C,Physician Assistant,PA,13,1,74,1,1,,,,,
1023050010,M,VA,S,M.D.,Cardiology,MD,0,0,2382,1,1,,,,,
1023050515,M,VA,S,MD,Internal Medicine,MD,0,0,82,1,1,,,,,
1023051315,M,IL,MW,MD,Dermatology,MD,51,1,484,1,1,,,,,
1023051521,M,ME,NE,M.D.,Internal Medicine,MD,0,0,26,1,1,,,,,
1023052032,M,TN,S,M.D.,Pediatric Medicine,MD,0,0,37,1,0,,,,,
1023052271,F,TN,S,PA-C,Physician Assistant,PA,23,1,288,1,1,,,,,
1023052503,M,NC,S,MD,Psychiatry & Neurology,MD,0,0,1329,1,0,,,,,
1023053295,M,NC,S,M.D.,Family Practice,MD,68,1,542,1,1,,,,,
1023054913,F,NM,W,MD,Dermatology,MD,0,0,126,1,0,,,,,
1023057353,M,TX,S,M.D.,General Surgery,MD,57,1,15,1,1,,,,,
1023058815,M,TX,S,M.D.,Internal Medicine,MD,213,1,4562,1,1,,,,,
1023060233,M,CA,W,M.D.,Rheumatology,MD,17,1,132,1,1,,,,,
1023062353,M,PA,NE,MD,Nephrology,MD,43,1,963,1,1,,,,,
1023062759,M,MI,MW,M.D.,Family Practice,MD,0,0,33,1,1,,,,,
1023067972,M,TN,S,M.D.,Thoracic Surgery,MD,67,1,141,1,1,,,,,
1023070133,F,NY,NE,DDS,Dentist,DDS,0,0,19,1,0,,,,,
1023070364,M,WI,MW,M.D.,Cardiology,MD,11,1,6100,1,1,,,,,
1023070612,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,35,1,0,,,,,
1023076098,M,FL,S,PA-C,Physician Assistant,PA,13,1,484,1,1,,,,,
1023077336,M,AR,S,,Family Practice,MD,1195,1,10654,1,1,,,,,
1023078722,M,TX,S,M.D.,Emergency Medicine,MD,15,1,12,1,1,,,,,
1023079084,F,NJ,NE,NP,Nurse Practitioner,NP,44,1,397,1,1,,,,,
1023079225,M,MI,MW,,Family Practice,MD,82,1,2550,1,1,,,,,
1023079431,F,NY,NE,M.D.,Family Practice,MD,0,0,1112,1,1,,,,,
1023081551,F,VA,S,FNP,Nurse Practitioner,NP,996,1,10330,1,1,,,,,
1023084142,M,VA,S,MD,Internal Medicine,MD,200,1,8629,1,1,,,,,
1023084266,M,AZ,W,MD,Internal Medicine,MD,59,1,11,1,1,,,,,
1023085081,M,GA,S,M.D.,Endocrinology,MD,151,1,25003,1,1,,,,,
1023086725,F,IN,MW,M.D.,Family Practice,MD,328,1,3500,1,1,,,,,
1023087566,F,MA,NE,MD,Family Practice,MD,217,1,3756,1,1,,,,,
1023087715,M,MN,MW,M.D.,Hematology/Oncology,MD,74,1,354,1,1,,,,,
1023087921,M,FL,S,M.D. P.A.,Internal Medicine,MD,131,1,11971,1,1,,,,,
1023087962,M,SC,S,MD,Endocrinology,MD,11,1,2210,1,1,,,,,
1023088143,M,TX,S,"D.D.S.,M.D",Oral Surgery (dentists only),DDS,17,1,37,1,1,,,,,
1023088580,M,KS,MW,D.D.S.,Dentist,DDS,0,0,110,1,0,,,,,
1023088960,F,VA,S,MD,Emergency Medicine,MD,29,1,37,1,1,,,,,
1023090487,M,CA,W,PA,Physician Assistant,PA,0,0,121,1,0,,,,,
1023095213,M,MN,MW,M.D.,Dermatology,MD,0,0,29,1,0,,,,,
1023095734,M,AZ,W,D.D.S.,Oral Surgery (dentists only),DDS,80,1,112,1,1,,,,,
1023095742,F,AZ,W,MD,Family Practice,MD,0,0,12,1,0,,,,,
1023095775,M,MN,MW,,Family Practice,MD,69,1,2990,1,1,,,,,
1023096229,M,MI,MW,D. D. S.,Dentist,DDS,0,0,29,1,0,,,,,
1023097847,F,WA,W,MD,Emergency Medicine,MD,54,1,44,1,1,,,,,
1023098506,M,NC,S,MD,Endocrinology,MD,0,0,96,1,0,,,,,
1023099082,M,TX,S,M.D.,Allergy/Immunology,MD,0,0,57,1,0,,,,,
1023100690,F,NY,NE,,Internal Medicine,MD,17,1,9955,1,1,,,,,
1023100773,M,MO,MW,M.D.,Family Practice,MD,1268,1,12724,1,1,,,,,
1023100914,M,TN,S,M.D.,Rheumatology,MD,201,1,1310,1,1,,,,,
1023101540,F,NV,W,"PHD, APN",Registered Nurse,NP,0,0,3310,1,0,,,,,
1023101649,F,TX,S,MD,Emergency Medicine,MD,88,1,64,1,1,,,,,
1023102803,F,MI,MW,MD,Emergency Medicine,MD,14,1,0,0,1,,,,,
1023104023,M,NY,NE,M.D.,Dermatology,MD,0,0,320,1,0,,,,,
1023105038,M,TN,S,MD,Obstetrics/Gynecology,MD,0,0,72,1,1,,,,,
1023105434,M,NC,S,M.D.,Psychiatry,MD,0,0,38,1,0,,,,,
1023105467,F,WI,MW,MS PA-C,Physician Assistant,PA,0,0,27,1,1,,,,,
1023108859,F,NY,NE,PA,Physician Assistant,PA,0,0,35,1,0,,,,,
1023109394,M,NY,NE,M.D.,General Surgery,MD,26,1,0,0,1,,,,,
1023109899,M,IN,MW,MD,Cardiac Surgery,MD,66,1,55,1,1,,,,,
1023110079,M,LA,S,"P.D., D.D.S.",Dentist,DDS,0,0,27,1,0,,,,,
1023112752,M,NY,NE,MD,Internal Medicine,MD,75,1,4784,1,1,,,,,
1023114261,F,NC,S,M.D.,Internal Medicine,MD,0,0,1698,1,0,,,,,
1023115334,M,MS,S,M.D.P.A.,Family Practice,MD,39,1,897,1,1,,,,,
1023116175,M,IL,MW,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1023116373,F,MN,MW,MD,Emergency Medicine,MD,27,1,13,1,1,,,,,
1023116514,F,IN,MW,M.D.,Family Practice,MD,0,0,786,1,1,,,,,
1023117645,F,FL,S,P.A.-C.,Physician Assistant,PA,13,1,1577,1,0,,,,,
1023118700,M,FL,S,DDS,Dentist,DDS,0,0,83,1,0,,,,,
1023119138,M,NV,W,M.D.,Gastroenterology,MD,0,0,69,1,0,,,,,
1023119195,F,NJ,NE,MD,Rheumatology,MD,63,1,530,1,1,,,,,
1023119682,M,WA,W,MD,Dermatology,MD,0,0,105,1,0,,,,,
1023119757,M,NJ,NE,M.D.,General Surgery,MD,0,0,11,1,0,,,,,
1023120060,F,CA,W,M.D.,Family Practice,MD,59,1,806,1,1,,,,,
1023120375,M,NY,NE,"DPM, FACFS",Podiatry,MD,0,0,57,1,0,,,,,
1023122470,F,OH,MW,CNP,Nurse Practitioner,NP,0,0,41,1,0,,,,,
1023124708,M,WI,MW,M.D.,Psychiatry,MD,0,0,2106,1,0,,,,,
1023125127,M,IL,MW,DPM,Podiatry,MD,17,1,33,1,1,,,,,
1023126711,F,CA,W,M.D.,Internal Medicine,MD,0,0,61,1,0,,,,,
1023128543,F,CT,NE,"APRN,CS",Nurse Practitioner,NP,0,0,12,1,0,,,,,
1023128980,F,TX,S,ARNP,Nurse Practitioner,NP,0,0,869,1,0,,,,,
1023130846,M,NY,NE,DDS,Dentist,DDS,0,0,57,1,0,,,,,
1023130861,M,CT,NE,D.D.S.,Dentist,DDS,0,0,62,1,0,,,,,
1023131778,F,CA,W,P.A.,Rehabilitation Agency,MD,30,1,344,1,1,,,,,
1023136876,M,NY,NE,DDS,Dentist,DDS,0,0,26,1,0,,,,,
1023137551,F,NY,NE,N.P.,Nurse Practitioner,NP,358,1,9103,1,1,,,,,
1023138195,F,OK,S,DDS,Dentist,DDS,0,0,12,1,1,,,,,
1023141801,M,NJ,NE,"D.D.S, P.A.",Dentist,DDS,0,0,34,1,0,,,,,
1023142684,F,OH,MW,CNP,Nurse Practitioner,NP,52,1,4427,1,1,,,,,
1023143435,M,WI,MW,DDS,Dentist,DDS,0,0,39,1,0,,,,,
1023145539,M,CA,W,"M.D., M.B.A.",Internal Medicine,MD,0,0,35,1,0,,,,,
1023147410,M,TX,S,M.D.,General Surgery,MD,201,1,143,1,1,,,,,
1023147667,F,RI,NE,M. D. M.P.H.,Preventive Medicine,MD,0,0,12,1,0,,,,,
1023149481,F,FL,S,ARNP,Nurse Practitioner,NP,280,1,509,1,1,,,,,
1023153723,M,CO,W,PAC,Physician Assistant,PA,338,1,770,1,1,,,,,
1023154259,M,FL,S,D.M.D.,Dentist,DDS,0,0,38,1,1,,,,,
1023155843,M,MA,NE,MD,Internal Medicine,MD,0,0,15,1,0,,,,,
1023156791,F,OK,S,PA,Physician Assistant,PA,37,1,50,1,1,,,,,
1023157773,F,IN,MW,M.D.,Internal Medicine,MD,22,1,408,1,1,,,,,
1023166931,F,CA,W,MD,Family Practice,MD,570,1,4316,1,1,,,,,
1023167178,M,MI,MW,D.D.S.,Dentist,DDS,0,0,14,1,0,,,,,
1023167376,F,NY,NE,MD,Internal Medicine,MD,12,1,1363,1,1,,,,,
1023169133,M,CT,NE,M.D.,Psychiatry & Neurology,MD,0,0,156,1,1,,,,,
1023172087,M,FL,S,M.D.,Pulmonary Disease,MD,0,0,168,1,0,,,,,
1023173341,F,CT,NE,DO,Psychiatry & Neurology,DO,0,0,104,1,0,,,,,
1023175320,M,KY,S,DMD,Dentist,DDS,114,1,135,1,1,,,,,
1023178530,M,NM,W,MD,General Surgery,MD,66,1,13,1,1,,,,,
1023181427,F,MI,MW,DDS MS,Dentist,DDS,0,0,79,1,1,,,,,
1023181781,M,PR,O,D.D.S.,Dentist,DDS,0,0,12,1,0,,,,,
1023182227,M,CA,W,MD,Nephrology,MD,0,0,453,1,0,,,,,
1023182367,F,WI,MW,,Nurse Practitioner,NP,0,0,838,1,0,,,,,
1023185030,M,CA,W,DO,General Surgery,DO,49,1,0,0,1,,,,,
1023185097,M,CA,W,P.A.,Physician Assistant,PA,0,0,3308,1,0,,,,,
1023186038,F,MS,S,FNP,Nurse Practitioner,NP,0,0,114,1,0,,,,,
